10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597154,76.3617415
10.0597145,76.3617153
10.0597027,76.3617057
10.0596842,76.3616918
10.0596565,76.3616746
10.0596243,76.36166
10.0595872,76.3616461
10.0595483,76.3616335
10.0595121,76.3616205
10.0594753,76.3616051
10.0594327,76.3615865
10.0593858,76.3615652
10.0593416,76.3615436
10.0593002,76.3615215
10.0592582,76.361498
10.0592144,76.361472
10.0591661,76.3614434
10.0591148,76.3614142
10.0590569,76.3613856
10.0589916,76.3613581
10.0589272,76.3613317
10.0588664,76.3613066
10.0588082,76.361283
10.0587481,76.3612591
10.0586834,76.3612321
10.058615,76.3612024
10.0585468,76.3611694
10.0584835,76.361132
10.0584252,76.3610878
10.058371,76.3610382
10.058319,76.3609854
10.0582637,76.3609323
10.0582045,76.360882
10.0581454,76.3608311
10.0580812,76.3607762
10.0580171,76.3607192
10.057956,76.3606638
10.0579013,76.3606129
10.0578539,76.3605685
10.0578115,76.3605347
10.0577748,76.3605132
10.0577482,76.3604963
10.0577302,76.3604794
10.057721,76.3604694
10.0577198,76.3604675
10.0577184,76.3604665
10.0577173,76.3604648
10.0577173,76.3604648
10.0577173,76.3604648
10.0577173,76.3604648
10.0577173,76.3604648
10.0577173,76.3604648
10.0577173,76.3604648
10.0577173,76.3604648
10.0577173,76.3604648
10.0577173,76.3604648
10.0577173,76.3604648
10.0577173,76.3604648
10.0577173,76.3604648
10.0577173,76.3604648
10.0577173,76.3604648
10.0577173,76.3604648
10.0577173,76.3604648
10.0577045,76.3604381
10.0576918,76.3604197
10.0576642,76.3603884
10.0576294,76.3603545
10.0575878,76.3603171
10.0575388,76.3602751
10.0574837,76.3602276
10.0574234,76.3601724
10.0573585,76.3601124
10.0572923,76.3600529
10.0572243,76.3599953
10.057154,76.359937
10.057082,76.3598761
10.0570089,76.3598122
10.0569335,76.3597455
10.0568562,76.3596761
10.0567758,76.3596061
10.0566935,76.3595357
10.0566116,76.3594651
10.056533,76.359396
10.0564605,76.3593239
10.0563978,76.3592459
10.05635,76.3591613
10.0563208,76.3590752
10.0563085,76.3589883
10.0563039,76.3588999
10.0563029,76.3588075
10.0563054,76.3587109
10.0563093,76.3586129
10.0563113,76.3585133
10.056311,76.3584113
10.0563094,76.35831
10.056303,76.3582092
10.0562945,76.3581079
10.0562851,76.3580047
10.0562729,76.3578987
10.0562596,76.3577884
10.0562469,76.3576751
10.0562341,76.3575599
10.0562213,76.3574445
10.0562082,76.357331
10.0561977,76.3572205
10.0561894,76.3571141
10.0561808,76.3570134
10.0561725,76.3569159
10.0561626,76.3568214
10.0561462,76.3567314
10.0561223,76.3566496
10.0560854,76.356573
10.0560362,76.3565041
10.0559772,76.3564399
10.055913,76.3563751
10.0558487,76.3563059
10.0557902,76.3562309
10.0557377,76.3561505
10.0556878,76.3560681
10.0556385,76.3559844
10.0555874,76.3559015
10.0555289,76.3558167
10.0554649,76.3557372
10.055405,76.3556686
10.0553446,76.3556074
10.0552839,76.3555483
10.0552274,76.3554925
10.0551768,76.35544
10.0551302,76.3553979
10.0550887,76.3553618
10.0550518,76.3553294
10.0550204,76.3553021
10.0549873,76.3552808
10.0549491,76.3552577
10.0549052,76.3552286
10.0548549,76.3551981
10.054798,76.3551692
10.0547363,76.3551412
10.0546732,76.3551158
10.0546125,76.3550848
10.0545496,76.3550553
10.0544875,76.3550268
10.0544229,76.3549943
10.054354,76.3549582
10.0542819,76.3549229
10.0542095,76.3548899
10.0541463,76.3548562
10.0540925,76.3548187
10.0540563,76.3547757
10.0540433,76.3547322
10.0540507,76.3546833
10.0540755,76.3546233
10.0541053,76.3545569
10.0541367,76.3544924
10.0541675,76.3544326
10.0541958,76.3543792
10.0542196,76.3543286
10.054246,76.3542784
10.0542698,76.3542217
10.0542943,76.3541583
10.0543184,76.3540907
10.0543429,76.3540278
10.0543685,76.3539685
10.0543852,76.3539129
10.0543889,76.3538642
10.0543783,76.3538237
10.0543504,76.3537888
10.0543019,76.353764
10.0542405,76.3537365
10.0541703,76.3537011
10.0540958,76.3536604
10.0540244,76.3536167
10.0539558,76.3535783
10.0538908,76.3535446
10.0538332,76.3535138
10.0537845,76.3534867
10.0537429,76.3534624
10.0537108,76.3534418
10.0536939,76.3534297
10.0536884,76.3534246
10.0536882,76.3534251
10.0536883,76.3534227
10.0536883,76.3534231
10.0536883,76.3534231
10.0536883,76.3534231
10.0536883,76.3534231
10.0536883,76.3534231
10.0536883,76.3534231
10.0536883,76.3534231
10.0536713,76.3534078
10.0536581,76.3533984
10.0536384,76.3533833
10.0536082,76.3533582
10.0535671,76.3533231
10.0535219,76.3532824
10.0534807,76.3532395
10.0534439,76.3531915
10.0534093,76.3531376
10.0533765,76.3530826
10.0533454,76.3530291
10.0533118,76.352972
10.0532798,76.3529142
10.0532505,76.3528517
10.0532217,76.3527872
10.0531912,76.3527176
10.0531613,76.3526473
10.0531349,76.3525825
10.0531088,76.352516
10.0530816,76.3524466
10.0530574,76.3523802
10.0530348,76.3523175
10.053011,76.3522514
10.0529867,76.3521799
10.0529602,76.3521087
10.0529322,76.3520369
10.0528986,76.3519602
10.0528614,76.3518839
10.0528241,76.3518081
10.0527854,76.3517278
10.0527452,76.3516392
10.0527086,76.3515568
10.0526722,76.3514843
10.0526367,76.3514134
10.0526033,76.351339
10.0525729,76.3512591
10.0525414,76.3511741
10.0525101,76.3510875
10.0524816,76.351002
10.0524558,76.3509131
10.0524309,76.350825
10.0524058,76.3507384
10.052383,76.3506507
10.0523602,76.3505619
10.0523367,76.3504721
10.0523132,76.3503821
10.0522897,76.3502922
10.052269,76.3502045
10.0522491,76.3501201
10.0522276,76.350034
10.052206,76.3499472
10.052179,76.3498565
10.0521492,76.3497623
10.0521155,76.3496657
10.0520811,76.3495647
10.0520472,76.3494584
10.0520142,76.34934989999999
10.0519814,76.34924
10.0519498,76.3491349
10.0519196,76.3490345
10.0518876,76.3489317
10.0518543,76.3488263
10.0518176,76.348715
10.0518034,76.3486237
10.0517388,76.3485256
10.0517169,76.3484036
10.0516815,76.3482942
10.0516489,76.3482088
10.0516025,76.3481091
10.0515565,76.3480088
10.0515125,76.3478989
10.0514586,76.3478134
10.0513867,76.3476933
10.0513299,76.3475987
10.0512566,76.3474922
10.0511864,76.3473815
10.051113,76.3473216
10.0510552,76.3472436
10.051,76.3471694
10.0509357,76.347084
10.0508703,76.3469986
10.0508044,76.3469135
10.0507423,76.3468311
10.0506797,76.3467492
10.0506182,76.3466698
10.0505732,76.3466073
10.0505127,76.346542
10.0504627,76.3464513
10.0504031,76.346375
10.0503463,76.3462983
10.0502853,76.3462221
10.0502237,76.346141
10.0501612,76.3460589
10.0500968,76.3459765
10.0500561,76.3458769
10.0499974,76.3458134
10.0499287,76.3457411
10.0498539,76.3456718
10.0497932,76.3455959
10.0497396,76.345526
10.0496814,76.3454621
10.0496355,76.3453971
10.0495896,76.3453336
10.0495465,76.3452672
10.0495081,76.345199
10.0494709,76.3451517
10.0494503,76.3450999
10.0494181,76.3450357
10.0494057,76.344928
10.0493845,76.3448575
10.0493822,76.3447699
10.0493685,76.3446945
10.0493503,76.3446133
10.0493379,76.3445413
